ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9401,L01,2,IL,61821, , ,2801,0, , , , ,XXXX,C1,24,70,E,H, , , , ,,5,F,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,32,34,39,8,22,2, , , ,,05, , , , , , ,Y,Y, , , , , , , , , , ,2, ,5060,1470,1948,99,0,1,48,52,93,4,0,4,1,1,0,1,0,0,0,0,1,0,0,0,36,43,44,36,45,48,26,38,40,22,9,17,28,19,14,9,4,14,17,34,20,15,18,6,16,20,37,43,26,8,2,69,7,4,20,180,260,83,69,3,16,13,9,0,0,0,1147,1295,4,4,82,18,95,5,3,36,75,69,32,88,12,4,0,4,9,17,4,20,58,14,1,2,0,10,25,63,87,99,2,1,69,67,66,14,4,14,3,0,6,5,7,0,24,49,91,96,1400,77,648,496,574,586,668,27935,10,10,10,21,24,11,5,3,7,7,6,7,20,28,13,6,4,9,17,1,70,5,51,49,16,80,13,2,2,0,0,0,3,2,1,3,15,16,1,51,72,86,60,86,59,60,48,53,99,4,37,20,4,10,12,0,1,4,0,5,1,1,3,1,0,5,8,2,1,2,14,5,4,2,2,9,29,11,4,8,22,2,6,50,11,0,160,1,3,14,20,6,26,32,6,22,4,17,7,0,0,0,15,32,1,34,26,39,1,0,9,1,15,1,0,4,0,0,2,0,1,1,1,0,7,61,92,0,2,5,99,65,14,4,16,3,22,44,63,87,13,11,3,92,1,6,1,0,1,99,1,99,99,99,11,3,8,6,9706,9606,9604,9604,,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,,9406,L1F,A1F,A1F,A1F, ,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,N2E,N1D,N1D,N1D,F1D,F1D,F1D, ,F1D,12,9702,26,5,7,,,,,,,,,,9512,,,,,,,,9411,,,,,,,,,,,,,,20,,,,,,,,10,,,,,35,3,2,5,9401,20,9512,20,9512,9401,9411,10,11.666666667,97007,0,0,1,L,1,F,X,X,X,12,C
8601,APP,0,CA,94109, , ,0,0,X, , ,X,XXXX,U1,01,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,22,26,37,3,2,3, , , ,9, , , , , , , , , , , , , , , , , , , , ,X,54138,8531,30492,99,0,0,51,49,58,4,0,35,6,1,2,25,2,1,2,0,3,0,0,2,38,40,43,42,45,48,10,40,36,24,11,26,20,12,11,10,9,18,15,28,20,20,25,16,23,59,26,14,8,4,2,30,13,8,48,85,170,2,1,3,96,93,87,4,1,3,5000,4801,5,6,13,87,91,9,9,9,28,21,7,46,54,3,1,2,39,37,13,2,42,14,0,3,1,90,93,96,97,98,82,47,6,30,29,10,5,21,75,0,1,6,78,0,55,75,88,94,7360,65,807,259,323,358,463,23236,29,19,16,14,12,4,3,1,3,20,17,15,15,13,6,5,2,5,24,9,48,15,59,41,25,23,6,38,34,3,1,1,27,5,0,14,22,26,5,75,67,73,61,67,58,57,41,55,87,18,18,19,3,14,17,1,2,14,0,5,5,2,2,1,0,3,10,4,2,3,20,14,8,7,2,5,4,14,3,3,2,3,9,75,7,0,140,12,10,16,19,5,24,13,4,15,0,8,11,0,0,0,12,22,1,26,17,37,12,0,3,1,4,0,0,4,3,0,1,0,1,1,0,0,36,25,58,5,30,7,45,9,2,4,51,1,6,13,19,41,59,6,4,57,2,31,2,0,6,99,0,99,99,97,3,3,5,6,9706,9606,9604,9604,9603,,9601,9511,9510,9510,9508,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2E,S2E,S2E,S2E,S2E, ,S2E,S2E,S2E,S2E,S2E,S2E,A1D, ,A1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E,A1E,32,9702,77,7,15,,,,,,9601,,,,,,,,9504,,,,,9502,,,,,,,,,9,,,,,,,,10,,,,,5,,,,138,19,12,3,8808,13,9402,10,9702,8702,8707,5,7.2631578947,188966,0,0,1,L,2,E,X,X,X,10,A
9201,LHJ,0,TN,37311, , ,0,0, , , , ,XXXX,C3,30,, ,H, , , , ,,4,F,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,30,22,47,7,3,1, , , ,, , , , , , , , , , , , , , , , , , , , , ,2525,740,886,0,16,84,49,51,98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,32,39,42,33,42,45,28,40,40,20,14,23,26,16,11,6,4,14,17,33,19,17,15,4,13,14,33,53,31,10,2,68,10,4,18,215,284,78,77,2,5,3,2,0,0,0,714,930,2,2,78,22,96,4,3,44,84,73,38,92,8,7,1,6,10,10,2,23,64,11,0,0,0,7,14,29,48,69,3,2,53,58,58,16,5,5,0,16,11,3,2,6,4,8,25,65,0,199,575,306,352,386,409,13627,28,15,10,15,22,5,3,1,2,22,16,11,17,22,6,3,1,2,17,7,33,10,59,41,15,82,12,0,0,0,0,0,3,3,4,14,14,21,5,43,70,84,58,80,56,64,46,70,0,7,12,13,2,16,16,0,1,5,0,15,12,4,5,1,0,9,34,2,2,3,18,2,3,3,0,8,8,3,4,9,2,1,9,75,4,0,120,15,13,31,16,4,13,7,3,27,2,23,6,0,0,0,12,25,0,44,18,24,4,1,10,0,10,0,0,7,0,0,0,0,0,1,0,0,3,68,96,2,0,2,97,73,29,4,14,5,35,48,72,85,15,0,0,14,3,71,4,0,7,96,4,16,99,95,8,2,6,6,9706,9606,9604,,9603,9602,9601,9511,9510,9509,9508,,9506,,9504,,,,,,,,,L1F,A1F,A1F, ,A1F,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A1E, , , , , , , , ,9,9702,28,3,7,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,30,3,1,5,9201,15,9512,15,9512,9201,9412,35,10,51073,0,0,0,L,1,F,X,X,X,37,C
9601,PGR,1,WA,98548, , ,0,0, , , , ,XXXX,R2,46,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,40,18,38,10,5,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,1057,349,476,0,0,99,51,49,97,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,50,57,59,46,54,56,17,38,40,22,6,10,16,13,21,25,9,14,18,33,22,13,42,11,39,22,54,24,13,5,2,70,12,7,12,152,222,69,69,0,0,0,0,0,0,0,742,906,3,2,84,16,42,58,90,20,74,64,14,84,16,6,1,5,16,14,4,14,45,38,0,0,0,5,12,29,49,78,2,20,20,42,41,13,2,0,0,29,11,0,0,5,1,7,28,62,0,105,819,265,278,301,319,13276,25,23,22,18,10,3,0,0,0,23,22,19,21,13,3,0,0,0,45,6,46,8,52,48,10,63,17,1,1,0,0,0,9,10,1,24,21,33,17,53,43,47,39,42,35,61,41,83,27,11,9,13,1,7,21,0,4,4,10,11,5,9,6,9,0,10,15,6,3,7,11,5,4,4,1,2,4,8,11,5,13,7,17,50,6,2,120,4,14,33,30,8,9,2,4,13,2,12,3,0,0,0,28,52,4,33,13,52,3,1,11,3,5,0,0,5,0,4,0,0,0,2,2,0,3,53,99,0,0,0,98,73,22,7,18,3,9,27,68,79,21,0,0,0,7,44,4,0,44,78,16,0,94,91,9,2,6,12,9706,9606,9604,,9603,9602,9512,,,9509,9508,,,,,,,,,,,,,L2G,N2G,N2G, ,N2G,F1G,F1G, , ,P1A,P1G, , , , , , , , , , , , ,6,9702,19,4,13,,,,,,,,,9510,9509,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,28,2,1,3,9510,25,9509,3,9510,9509,9510,1,14,181104,0,0,0,L,2,G,X,X,X,43,D
8901,SSS,1,FL,33844, , ,1610,0,X, , , ,XXXX,T2,37,81,E,H, , , , ,,4,M,,0,,,,,,,,,,,,,,,2,0,42,17,51,5,2,1, , , ,3, , , , , , , , , , , , , , , ,Y, , , ,2,X,2385,729,955,0,0,99,47,53,73,27,0,0,2,0,0,0,0,0,0,0,1,0,0,0,47,58,60,45,55,58,21,38,38,23,8,12,13,12,15,23,17,13,18,33,19,17,51,16,48,22,47,31,19,9,5,67,7,10,16,160,245,50,50,1,2,1,0,1,0,1,440,622,3,2,88,12,79,21,60,26,76,67,19,88,12,6,1,6,8,19,2,10,28,35,7,17,3,4,8,12,16,38,1,2,32,48,51,13,4,2,0,47,9,2,0,2,3,10,30,64,3980,131,539,236,276,296,337,12055,32,23,18,11,11,3,1,0,1,20,27,20,13,14,4,1,0,1,58,7,45,12,35,65,16,80,18,1,0,0,0,0,1,1,0,16,20,26,6,61,47,54,40,43,36,63,34,59,99,10,5,8,2,15,14,0,1,21,5,13,5,6,5,8,1,7,10,5,3,2,21,5,5,10,6,7,5,4,1,5,2,1,5,78,6,2,120,17,24,31,15,5,4,5,1,14,1,13,2,0,0,0,20,42,2,17,14,51,9,1,6,2,7,0,0,7,2,0,1,0,0,2,1,0,7,36,94,2,0,4,94,47,13,10,18,3,9,22,69,84,16,0,0,9,10,78,2,0,2,87,13,40,98,93,5,1,6,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L4F,S3F,S3F,S3F,S3F,S2F,S2F,S2F,S2F,S2F,S2F,S2F,A1F, ,L3E,S2E,S2E,S2E,S2E,S2E,S2E,S2E,S3E,29,9702,82,7,22,,,,,9603,,,9512,,,,,,,9503,9505,,,,,,,,,,,15,,,15,,,,,,,15,15,,,,,,,199,18,7,3,8903,15,9011,10,9608,8903,8906,3,11.055555556,186003,0,0,1,L,4,F,X,X,X,54,B
9501,ADD,0,FL,33428, , ,0,0, , , , ,XXXX,C2,29,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,49,5,78,5,1,1, , , ,, , , , , , , , , , , , , , , , , , , , , ,5613,1960,2685,99,0,0,46,54,98,1,0,1,3,0,0,0,0,0,0,0,0,1,1,2,60,63,64,52,58,60,12,46,36,18,3,11,12,8,17,31,17,19,20,34,17,10,57,16,55,24,57,19,9,2,0,73,7,11,9,146,207,41,21,2,54,53,38,1,1,0,1292,1438,8,7,87,13,73,27,85,15,73,67,13,84,16,2,0,2,8,22,3,10,37,52,0,0,0,15,37,76,92,98,2,1,25,45,49,12,3,41,13,4,4,1,8,0,73,74,74,77,8960,129,548,394,458,472,533,24848,15,14,15,18,20,10,3,1,3,8,14,14,18,24,12,3,1,5,60,3,70,3,47,53,26,87,6,0,0,0,0,0,1,5,2,30,22,26,6,75,43,52,35,51,33,69,56,93,99,1,14,20,3,23,19,0,3,8,1,5,1,2,1,1,0,4,7,4,3,13,19,13,11,4,2,9,5,4,2,5,1,1,10,77,5,0,131,3,8,33,22,7,16,11,3,12,1,7,7,0,0,0,23,49,1,5,12,78,3,0,2,1,5,0,2,3,7,0,6,0,12,0,0,0,12,7,87,3,2,8,95,51,7,5,11,0,14,45,98,99,1,39,2,2,0,96,1,0,0,99,1,97,99,99,10,4,6,12,9706,9606,9604,9604,9603,9602,9512,9511,9510,9511,9509,,9506,,,,,,,,,,,L2F,N2F,N2F,N2F,F1E,F1E,F1E,F1E,F1E,F1E,F1E, ,P1E, , , , , , , , , , ,9,9702,21,6,12,,,,,,9601,,,,,,9507,,,,,,,,,,,,,,,,16,,,,,,10,,,,,,,,,,,26,2,2,10,9507,16,9601,16,9601,9507,9601,6,13,39871,0,0,0,L,2,F,X,X,X,13,B
9601,RMG,0,MO,64112, , ,0,0, , , ,X,XXXX,U1,03,, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,35,18,31,0,2,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,8742,1457,5713,99,0,0,45,55,90,4,0,3,4,1,0,1,0,0,0,0,2,0,0,1,36,38,43,42,45,49,8,45,34,20,15,28,16,9,9,9,14,20,17,26,17,20,27,20,27,65,25,10,4,1,0,30,15,10,45,77,151,21,20,4,77,74,70,1,0,1,980,1606,4,4,24,76,85,15,5,7,26,20,5,42,58,2,0,1,32,46,10,5,60,25,0,4,0,22,30,49,67,91,15,15,22,43,43,10,3,13,64,0,5,6,64,0,25,45,80,96,3760,157,616,246,512,383,656,29904,30,20,14,12,10,4,2,1,6,13,8,13,15,17,11,5,2,16,27,2,49,13,63,37,27,71,6,5,5,0,0,0,14,3,17,4,14,17,1,51,68,78,60,74,58,63,48,88,75,4,27,19,4,18,16,0,1,9,0,2,2,1,2,1,0,2,10,2,4,4,15,15,4,4,2,10,10,13,4,3,5,3,8,67,14,0,160,1,4,14,23,5,33,19,8,16,1,4,18,0,0,0,12,26,1,17,15,45,19,0,7,0,11,0,0,9,2,0,1,0,1,1,1,0,7,46,90,3,3,4,79,24,5,3,48,2,5,6,7,17,83,3,2,75,2,14,2,0,6,99,0,99,99,99,9,3,4,4,9706,9606,9604,,9603,9601,9601,,,,,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G,P1A,P1G, , , , , , , , , , , , , , , , ,6,9702,14,5,11,,,,,,9602,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,100,1,1,0,9702,100,9602,0,9702,9602,9702,12,100,190384,0,0,0,L,1,G,X,X,X,10,B
8901,IML,1,NC,27263, , ,4901,0, ,X, , ,XXXX, , ,49, , , , , , ,,5,M,5,14,0,1,2,0,1,0,0,0,0,0,0,1,0,2,3,0,27,31,19,4,2,1, , , ,7, ,Y, , , , , , , , , , , , , , ,Y, , ,1,X,2050,650,813,8,0,92,49,51,98,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,45,48,39,46,50,20,36,39,25,12,17,19,21,17,10,5,17,15,25,25,18,23,8,21,18,41,41,20,7,1,65,10,7,18,178,252,90,90,0,0,0,0,0,0,0,685,720,2,2,79,21,96,4,3,31,80,67,24,90,10,7,2,5,11,15,2,16,63,20,0,0,0,1,3,14,41,75,0,0,45,52,55,14,4,0,0,9,18,0,0,3,1,5,26,67,3120,281,518,311,331,341,377,13495,23,11,22,28,11,3,1,0,1,17,10,25,29,13,4,1,0,1,26,3,36,4,27,73,3,81,16,0,0,0,0,0,2,1,1,13,18,21,2,70,67,76,59,72,56,75,63,99,99,1,6,14,3,8,18,0,0,5,1,19,15,4,7,2,2,8,38,4,1,3,12,6,7,1,2,2,9,3,1,5,6,0,8,78,3,1,120,16,27,33,13,4,8,1,3,15,1,15,3,0,0,0,17,34,1,35,15,34,4,1,8,1,9,0,0,6,1,0,0,0,0,2,0,0,1,83,98,0,0,1,96,79,34,14,26,1,5,9,37,70,30,0,0,1,8,36,38,0,18,5,93,4,99,96,6,2,5,10,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,,9501,9411,,,9409,9407,9406,L1E,A1E,A1E, ,A1E,A1E,A1E,S2E,S3E,S3E,S3E,S4E,S4F,S4F,S4F, ,S4F,S4F, , ,S4F,S4E,S3E,26,9702,67,5,14,,,,,,9602,,,,,,,,,,9501,,,,9409,9407,9407,,,,,,12,,,,,,,,,,10,,,,10,10,10,182,20,13,5,9111,15,9405,12,9602,8907,9004,9,9.1,191520,0,0,0,L,1,E,X,X,X,39,B
9501,BRY,0,TX,75006, , ,4801,0, , , , ,XXXX,S1,14,50,E,H, , , , ,,6,F,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,37,34,24,5,3,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,1277,381,411,99,0,0,51,49,94,2,1,3,3,0,0,2,0,0,0,0,2,0,1,0,39,43,45,34,43,46,27,24,44,32,13,9,30,31,12,4,1,8,11,30,28,23,8,1,6,5,33,63,34,10,3,69,7,2,22,244,307,99,99,0,0,0,0,0,0,0,1257,1290,9,9,93,7,96,4,0,48,93,84,43,96,4,5,1,4,5,6,3,18,69,7,1,1,0,2,14,92,99,99,0,0,99,69,74,17,4,0,0,0,7,0,0,0,99,99,99,99,1920,109,623,656,658,688,695,23524,4,4,12,12,29,20,14,2,2,4,2,13,13,30,19,15,2,3,16,0,74,1,35,65,10,88,8,2,2,0,0,0,1,1,1,17,22,25,1,80,65,81,49,78,49,65,72,67,99,2,25,25,2,14,23,0,0,4,0,4,3,0,0,0,0,1,22,6,4,8,16,10,5,0,0,1,10,12,3,5,3,3,5,78,6,0,148,0,5,15,32,7,30,11,5,25,1,25,4,0,0,0,18,37,2,34,22,24,0,1,7,0,7,0,0,8,3,0,0,0,0,3,1,0,6,53,85,4,9,2,99,89,41,13,16,0,0,2,98,99,0,0,0,87,0,13,0,0,0,99,0,99,99,99,9,4,10,6,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9501,9412,,,,,,,L1G,L1G,L1G, ,N1G,N1G,N1G,N1G,N1G,N1G,N1G,F1G,F1G, ,F1G,P1G,P1G, , , , , , ,10,9702,24,5,12,,,,,9603,,,,,,,,,,,9501,,,,,,,,,,,50,,,,,,,,,,,25,,,,,,,75,2,1,25,9501,50,9603,50,9603,9501,9603,14,37.5,115550,0,0,1,L,1,G,X,X,X,11,A
8601,DRK,0,WI,53910, , ,5201,0, , , , ,XXXX,R3,53,46,E,H, , , , ,,5,F,,0,,,,,,,,,,,,,,,2,0,37,24,41,10,2,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,3028,866,1235,0,0,99,50,50,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38,49,52,40,49,52,24,38,39,23,9,18,17,14,16,17,9,14,17,32,20,17,35,14,33,26,38,36,21,9,3,62,10,10,19,164,245,61,60,0,3,3,3,0,0,0,391,427,2,2,77,23,50,50,92,30,70,59,23,84,16,7,2,5,16,18,4,19,53,26,0,0,0,0,1,2,5,25,0,8,25,45,46,13,3,1,2,34,11,1,5,6,0,1,21,59,0,115,705,186,224,232,263,9634,39,25,16,13,6,0,1,0,0,30,26,20,16,7,0,1,0,0,43,13,39,17,42,58,9,74,16,1,1,0,0,0,5,5,1,30,17,23,7,52,54,60,47,54,42,62,46,66,96,11,7,6,1,9,13,0,2,16,5,13,12,10,6,6,0,10,20,7,2,3,16,4,3,3,1,9,6,4,6,10,2,2,10,68,7,1,120,17,21,39,13,5,4,1,1,20,2,16,2,0,0,0,19,38,1,23,19,44,9,1,4,1,23,0,0,3,1,3,4,0,0,0,1,0,3,69,95,1,0,4,93,58,19,7,20,1,5,15,49,68,32,0,0,23,46,4,8,0,19,17,80,17,93,92,8,2,8,8,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,,,,9503,9502,9501,9411,,9410,9409,,,L1F,A1F,A1F, ,A1F,A1F,A1F,A1F,A1F,A1F,A1F, , , ,I1F,I1F,I1F,L1F, ,L1F,L1F, , ,23,9702,53,4,10,,,,,,,,,,,,,,9505,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,51,4,0,5,9005,21,9505,21,9505,9005,9104,11,12.75,79790,0,0,0,L,1,F,X,X,X,59,D
9601,SMZ,0,OR,97219-, , ,0,0, , , , ,XXXX,C1,24,, ,U, , , , ,,2,F,8,0,,,,,,,,,,,,,,,1,0,36,23,46,7,3,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,1932,565,760,99,0,0,49,51,96,1,0,3,1,0,1,1,0,0,0,0,0,0,0,1,36,42,42,37,46,47,24,50,32,17,5,22,30,14,11,11,7,22,21,29,15,13,22,5,20,19,41,41,24,6,2,69,9,5,16,177,254,91,79,1,8,7,6,0,0,0,1252,1355,6,6,91,9,96,4,14,34,74,68,32,86,14,3,0,2,11,18,7,20,58,18,0,1,0,10,30,70,89,98,2,1,76,70,68,14,3,4,4,0,6,1,3,0,61,81,90,93,6440,233,820,477,548,582,643,27137,8,7,14,24,20,14,7,2,5,4,4,13,23,24,17,7,3,5,17,2,69,3,52,48,14,75,13,3,3,0,0,0,2,8,1,33,19,21,2,77,73,77,69,73,67,74,65,99,0,2,28,22,6,19,13,0,2,3,1,3,2,0,1,2,0,7,13,0,4,6,12,10,5,1,2,9,13,10,6,12,4,3,9,64,8,1,160,0,2,9,23,6,39,21,3,17,3,11,6,1,1,0,16,34,0,39,16,38,0,0,6,1,7,0,0,4,1,1,1,0,0,1,1,0,4,46,97,1,0,2,99,74,21,5,18,5,24,38,57,62,38,15,3,57,2,23,15,0,3,99,0,84,99,99,11,4,4,9,9706,9606,9604,,9603,9602,9601,,,9510,9509,,,,,,,,,,,,,L2F,F1E,F1E, ,F1E,F1E,F1E, , ,P1A,P1E, , , , , , , , , , , , ,7,9702,18,5,13,,,,,9603,,,,,9510,,,,,,,,,,,,,,,,,16,,,,,10,,,,,,,,,,,,,26,2,1,10,9510,16,9603,16,9603,9510,9603,5,13,174306,0,0,0,L,2,F,X,X,X,4,B
9601,FRC,0,MI,48035, , ,3801,0, , , , ,XXXX,S2,16,60,E,H,M, , ,M,2,5,M,6,9,0,0,1,0,1,0,0,0,0,2,0,0,0,1,3,0,33,33,43,9,2,0, , , ,, , ,Y, , , ,Y,Y,Y, , , , , , , , , , ,3, ,2306,562,803,99,0,0,46,54,96,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,32,41,45,36,45,49,26,38,39,22,14,24,18,14,11,9,11,15,17,33,21,14,21,11,19,25,27,49,30,11,4,51,13,12,24,196,270,77,62,1,22,22,19,6,6,0,728,752,3,3,57,43,97,3,10,38,70,54,28,81,19,10,2,8,13,23,5,21,57,18,1,2,0,0,1,20,47,79,0,3,43,53,54,15,5,14,8,0,20,3,18,0,8,27,78,85,2160,57,505,330,417,372,460,13621,22,14,19,23,13,8,1,2,0,8,8,20,32,19,9,2,2,0,31,5,37,7,30,70,1,85,11,1,1,0,0,0,1,2,0,31,20,23,4,60,68,80,58,73,54,78,62,59,99,11,9,7,7,11,20,1,5,10,0,11,9,5,5,0,0,4,23,2,6,4,20,3,1,3,1,14,8,5,5,9,2,0,2,79,8,0,120,12,14,35,26,4,5,4,1,23,2,16,6,0,0,0,15,33,1,33,13,43,3,1,1,1,9,0,0,4,6,0,9,0,0,0,0,0,5,77,93,0,0,6,94,65,18,10,27,0,3,5,13,55,45,0,0,93,1,3,3,0,0,94,6,90,99,99,6,3,3,8,9706,9606,9604,,9603,9602,9512,,,,9508,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F,F1F,F1F, , , ,P1F, , , , , , , , , , , , ,6,9702,14,4,10,,,,,,,,,,9511,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,20,1,1,20,9511,20,9511,20,9511,9511,,,20,64863,0,0,1,L,1,F,X,X,X,22,A
